"","x","y","area","peri","land_perc","temp","prec","active","upper","lower","right","left","upper_left","upper_right","lower_left","lower_right","grad","fore","precGrad","foreGrad"
"76",770134.80776492,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"77",872540.405530102,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"78",974946.003295283,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"79",1077351.60106046,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"80",1179757.19882564,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"81",1282162.79659083,2855868.3987598,21129.751295883,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"82",1384568.39435601,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"83",1486973.99212119,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"84",1589379.58988637,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"85",1691785.18765155,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"86",1794190.78541673,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"87",1896596.38318191,2855868.3987598,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,54.3783939299206,NA,NA,NA
"88",1999001.98094709,2855868.3987598,21129.7512958831,617.479091758734,0.787307983311691,276.896420438296,15.6207710560006,1,0,1,1,0,0,0,1,1,49.6028441004644,87.5023045834396,44.3933438326357,4.63752606990276
"89",2101407.57871227,2855868.3987598,21129.7512958831,617.479091758734,0.965911654494692,278.150817107484,15.7925573376978,1,0,1,1,1,0,0,1,0,43.6054672309298,90.22675484428,39.4550155975989,4.59487628182315
"90",2203813.17647746,2855868.3987598,21129.7512958831,617.479091758734,0.335496098658264,279.241895809402,16.8884761835078,1,0,0,0,1,0,0,1,0,33.4698156124606,76.6305378706147,32.3856485280256,4.40905519369118
"91",-2302033.12519051,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,95.0964425736409,170.532770162941,NA,5.20997211775318
"92",-2199627.52742533,2649534.45064562,21129.7512958831,617.479091758734,0.715135785293352,284.530125363228,23.9285097831835,1,0,1,1,0,0,1,1,1,129.970405343054,228.896644341126,178.184096253051,5.47348389928781
"93",-2097221.92966015,2649534.45064562,21129.7512958831,617.479091758734,1,282.956261732093,22.4183051868946,1,1,1,1,1,0,1,1,1,152.523628686641,216.606268832095,195.906442749344,5.51900815046407
"94",-1994816.33189497,2649534.45064562,21129.7512958831,617.479091758734,1,280.813003876595,12.4278452519606,1,1,1,1,1,1,1,1,1,103.36643104285,126.924429378331,73.6010773072603,5.11792474114199
"95",-1892410.73412979,2649534.45064562,21129.7512958831,617.479091758734,1,281.663814559837,5.20084183399261,1,1,1,1,1,1,1,1,1,104.286453382958,31.1587475214414,31.0749441788122,4.51180789019195
"96",-1790005.13636461,2649534.45064562,21129.7512958831,617.479091758734,1,280.924434880735,7.01970382737909,1,1,1,1,1,1,1,1,1,107.654776757309,64.6748705218363,43.2973091312432,4.8427688726347
"97",-1687599.53859943,2649534.45064562,21129.7512958831,617.479091758734,1,280.541233129716,9.14855998232107,1,1,1,1,1,1,1,1,1,147.202802513344,60.9022684209786,77.1574082341296,4.95254954743366
"98",-1585193.94083425,2649534.45064562,21129.7512958831,617.479091758734,1,279.784430411049,10.239733683588,1,1,1,1,1,1,1,1,1,197.758579878734,57.2001696818872,116.019986090099,5.05353265182529
"99",-1482788.34306906,2649534.45064562,21129.7512958831,617.479091758734,1,277.509170395553,12.8921150817952,1,1,1,1,1,1,1,1,1,267.451002245583,100.111412558977,197.550082806919,5.42772781896493
"100",-1380382.74530388,2649534.45064562,21129.7512958831,617.479091758734,1,276.885346062698,9.46783952409537,1,1,1,1,1,1,1,1,1,194.414602310956,61.3762339047321,105.460197970916,5.0767291175478
"101",-1277977.1475387,2649534.45064562,21129.7512958831,617.479091758734,1,277.284277550528,6.6382530107746,1,1,1,1,1,1,1,1,1,133.462837875273,35.3569851823527,50.7601584463863,4.67383558171486
"102",-1175571.54977352,2649534.45064562,21129.7512958831,617.479091758734,1,277.869673800391,7.46789738584526,1,1,1,1,1,1,1,1,1,133.654106171418,30.9103847053553,57.1859658281576,4.61608671610666
"103",-1073165.95200834,2649534.45064562,21129.7512958831,617.479091758734,1,278.490433647687,7.39742701814463,1,1,1,1,1,1,1,1,1,105.939928204866,20.0863126272433,44.9002931213739,4.32795989213194
"104",-970760.354243158,2649534.45064562,21129.7512958831,617.479091758734,1,280.714407866853,5.50924882995992,1,1,1,1,1,1,1,1,1,40.5575619840332,3.0495646723357,12.8018590555806,3.09230968849345
"105",-868354.756477977,2649534.45064562,21129.7512958831,617.479091758734,1,281.024612525292,5.18760522967092,1,1,1,1,1,1,1,1,1,31.9388928503691,1,9.49282750977329,2.50431985740957
"106",-765949.158712796,2649534.45064562,21129.7512958831,617.479091758734,1,280.495438349113,5.02477688377362,1,1,1,1,1,1,1,1,1,28.8054560333032,1.00050040359666,8.29278393845505,2.45969202331033
"107",-663543.560947615,2649534.45064562,21129.7512958831,617.479091758734,1,279.927436206834,5.32286425401813,1,1,1,1,1,1,1,1,1,26.9402580115903,1,8.21591531637316,2.43040175072154
"108",-561137.963182434,2649534.45064562,21129.751295883,617.479091758733,1,279.294309850717,5.71161861539422,1,1,1,1,1,1,1,1,1,24.0206980443354,1,7.86056271495698,2.38058562389945
"109",-458732.365417253,2649534.45064562,21129.751295883,617.479091758733,1,279.014317144452,6.2344522909039,1,1,1,1,1,1,1,1,1,20.5397328742856,1,7.33671940659902,2.31259479116106
"110",-356326.767652072,2649534.45064562,21129.751295883,617.479091758733,1,278.742991744367,6.58137758194301,1,1,1,1,1,1,1,1,1,18.1515856811291,1,6.84447576846179,2.25891457000486
"111",-253921.16988689,2649534.45064562,21129.751295883,617.479091758733,1,278.123645385687,7.16279275427617,1,1,1,1,1,1,1,1,1,10.5813357037391,1,4.34241865204414,2.02454049304405
"112",-151515.57212171,2649534.45064562,21129.751295883,617.479091758733,1,278.247322127654,7.77640737262586,1,1,1,1,1,1,1,1,1,6.98534958507075,1,3.11226064862111,1.84418814546353
"113",-49109.9743565284,2649534.45064562,21129.751295883,617.479091758733,1,278.374080409275,8.55291959698134,1,1,1,1,1,1,1,1,1,4.11280425680097,1,2.0153999456313,1.61413804035913
"114",53295.6234086528,2649534.45064562,21129.751295883,617.479091758733,1,277.787675145939,9.24832315007572,1,1,1,1,1,1,1,1,1,10.7492220991383,23.749713841512,5.69572280588012,3.40703541753037
"115",155701.221173834,2649534.45064562,21129.751295883,617.479091758733,1,277.804013256573,9.84354412172755,1,1,1,1,1,1,1,1,1,9.77888188018665,46.0262683581601,5.51505064966241,3.65329496559592
"116",258106.818939015,2649534.45064562,21129.751295883,617.479091758733,1,277.442318499647,10.5271455954463,1,1,1,1,1,1,1,1,1,11.4511111901298,55.7845943416206,6.90664404535449,3.80536191097524
"117",360512.416704196,2649534.45064562,21129.751295883,617.479091758733,1,277.68802036454,11.241083240988,1,1,1,1,1,1,1,1,1,19.9675913798241,53.550676656371,12.8600500012895,4.02909064348403
"118",462918.014469377,2649534.45064562,21129.751295883,617.479091758733,1,277.828256841171,11.7582855276212,1,1,1,1,1,1,1,1,1,14.6379265037003,47.1418089435066,9.86125926281438,3.83888580567854
"119",565323.612234558,2649534.45064562,21129.751295883,617.479091758733,1,277.884920207066,11.0538592894848,1,1,1,1,1,1,0,1,1,21.568671809871,73.6173237201384,13.6598568116652,4.20080342732809
"120",667729.20999974,2649534.45064562,21129.7512958831,617.479091758734,1,278.424232141234,11.0767012966617,1,0,1,1,1,1,0,1,1,14.8123994814584,44.847923927112,9.40036405724631,3.82236775994367
"121",770134.80776492,2649534.45064562,21129.7512958831,617.479091758734,0.941140397768397,278.702207598616,11.7463192852482,1,0,1,1,1,0,0,1,1,13.3513413279094,32.9253946675527,8.98536064614648,3.64305588824496
"122",872540.405530102,2649534.45064562,21129.7512958831,617.479091758734,0.649970051028984,278.790836281415,11.7119574626225,1,0,1,1,1,0,0,1,1,23.9582941866617,44.2360146963767,16.0765994900755,4.02523188703616
"123",974946.003295283,2649534.45064562,21129.7512958831,617.479091758734,0.271478727599632,279.188005856313,11.2411319287945,1,0,1,0,1,0,0,1,1,27.5580261543775,12.7255339620371,17.7487170345718,3.54492412231666
"124",1077351.60106046,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"125",1179757.19882564,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"126",1282162.79659083,2649534.45064562,21129.751295883,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"127",1384568.39435601,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"128",1486973.99212119,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"129",1589379.58988637,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,26.4963327527691,42.1971442926475,NA,4.04846883011932
"130",1691785.18765155,2649534.45064562,21129.7512958831,617.479091758734,0.452793487484756,279.103790773426,15.1794886924741,1,0,1,1,0,0,0,1,1,36.028053501044,90.469766937679,31.333344577492,4.51314427050907
"131",1794190.78541673,2649534.45064562,21129.7512958831,617.479091758734,0.573693027524946,279.67513343286,15.4165927908076,1,0,1,1,1,0,0,1,1,62.6814642225547,86.8392677265463,55.3651329206924,4.73585528552313
"132",1896596.38318191,2649534.45064562,21129.7512958831,617.479091758734,0.761210714843434,278.167140990211,16.9398279936247,1,0,1,1,1,0,1,1,1,99.059836344489,118.859589187091,96.1425009267994,5.07093183103278
"133",1999001.98094709,2649534.45064562,21129.7512958831,617.479091758734,0.983449436524102,279.091539875564,17.1131579285926,1,1,1,1,1,0,1,1,0,82.5128626731563,104.12735357176,80.9022547601376,4.93408648544687
"134",2101407.57871227,2649534.45064562,21129.7512958831,617.479091758734,0.553290035094213,280.23461155651,16.5128377959062,1,1,0,0,1,1,1,1,0,32.569192258232,86.4803501760958,30.8132505630094,4.44972442734459
"135",2203813.17647746,2649534.45064562,21129.7512958831,617.479091758734,NA,NA,NA,0,0,0,0,0,0,0,0,0,30.8662018473676,81.1900614859904,NA,4.39898606219903
"136",-2302033.12519051,2443200.50253143,21129.7512958831,617.479091758734,0.419166538821204,284.979614955009,33.7014091113124,1,0,1,1,0,0,1,0,1,223.915044729102,238.428934503741,432.354662880356,5.72744223256862
"137",-2199627.52742533,2443200.50253143,21129.7512958831,617.479091758734,1,284.184721720862,16.3356653930072,1,1,1,1,1,0,1,1,1,217.819102734591,184.442600430812,203.864500083924,5.60395720136323
"138",-2097221.92966015,2443200.50253143,21129.7512958831,617.479091758734,1,280.782687015611,10.761670739466,1,1,1,1,1,1,1,1,1,101.601410356427,127.869510042455,62.6452648511506,5.11366673764195
"139",-1994816.33189497,2443200.50253143,21129.7512958831,617.479091758734,1,280.182909970861,6.11621402158721,1,1,1,1,1,1,1,1,1,62.5185421640943,41.2820763750372,21.9078787778064,4.41177037537616
"140",-1892410.73412979,2443200.50253143,21129.7512958831,617.479091758734,1,280.757655705645,3.90704198324015,1,1,1,1,1,1,1,1,1,47.4450615503458,4.67875249481554,10.6205719416568,3.34632108607887
"141",-1790005.13636461,2443200.50253143,21129.7512958831,617.479091758734,1,281.563121907224,4.38680560841505,1,1,1,1,1,1,1,1,1,69.488306268579,6.95496736797958,17.4650136319684,3.68420682283424
"142",-1687599.53859943,2443200.50253143,21129.7512958831,617.479091758734,1,282.294398697762,4.59721654308848,1,1,1,1,1,1,1,1,1,66.687716415458,7.97042932301595,17.5650592767335,3.7255275612182
"143",-1585193.94083425,2443200.50253143,21129.7512958831,617.479091758734,1,281.810276256133,6.76430161752291,1,1,1,1,1,1,1,1,1,107.173891712886,21.2500885898959,41.5356277226614,4.35744974608753
"144",-1482788.34306906,2443200.50253143,21129.7512958831,617.479091758734,1,277.959772450204,8.17398193570381,1,1,1,1,1,1,1,1,1,165.972273179884,29.40255588459,77.7280958265161,4.688420626289
"145",-1380382.74530388,2443200.50253143,21129.7512958831,617.479091758734,1,277.672075851557,5.29365980080541,1,1,1,1,1,1,1,1,1,115.832033930438,8.79667959184922,35.1312435438597,4.00814745594219
"146",-1277977.1475387,2443200.50253143,21129.7512958831,617.479091758734,1,277.966847003972,6.12974676257147,1,1,1,1,1,1,1,1,1,70.6701354467647,10.5121252308406,24.8191708915826,3.87092644967893
"147",-1175571.54977352,2443200.50253143,21129.7512958831,617.479091758734,1,275.17068153211,11.2456948583218,1,1,1,1,1,1,1,1,1,138.483048561863,51.0044270171228,89.2260615143638,4.84900448859064
"148",-1073165.95200834,2443200.50253143,21129.7512958831,617.479091758734,1,275.264279776816,8.92264242576605,1,1,1,1,1,1,1,1,1,202.138649603651,36.823506322463,103.336003628557,4.87177449956886
"149",-970760.354243158,2443200.50253143,21129.7512958831,617.479091758734,1,280.15503068237,4.27651191235187,1,1,1,1,1,1,1,1,1,70.5973730008391,3.31664699016168,17.2976473838674,3.36948779033522
"150",-868354.756477977,2443200.50253143,21129.7512958831,617.479091758734,1,279.249854247446,6.41042444579946,1,1,1,1,1,1,1,1,1,79.6229330461043,12.047699032326,29.2437976491342,3.98194228125205
"151",-765949.158712796,2443200.50253143,21129.7512958831,617.479091758734,1,280.836183209991,5.26389887753467,1,1,1,1,1,1,1,1,1,37.1464634698607,1.71206701124463,11.2029867788811,2.8034382322446
