GRIDCODE,XCOO,YCOO,AREA,PERIMETER,X_COORD,Y_COORD,OceanTag,LenCoast,PctLand,NPPMN,NPPMX,PctLand,temp,wetdays,Plants,Mammals,Precip_ratio_end21st_start_21st_c,temp_2091_2099,wetdays_2091_2099,wetdays_2091_2099_capped,Amphib,Reptile,Bird,PlantsNorm,AmphibsNorm,ReptilesNorm,MammalsNorm,LandEctoNorm,LandAllNorm
393,33,9,791315.204,3558.236,80,-11.3996,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
394,34,9,791315.204,3558.236,88,-11.3996,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
395,35,9,791315.204,3558.236,96,-11.3996,Indian,65.18580754,0.00002288,3910.478261,6139,0.00002288,26.41666667,15.91666667,0,1,1.09183097,31.30800781,17.37830961,17.37830961,0,1,18,0,0,0.002840909,0.002347418,0.00094697,0.001297082
396,36,9,791315.204,3558.236,104,-11.3996,Indian,282.575326,0.00508547,12068.95993,15844,0.00508547,25.11428571,16.47579365,3425,123,0.96914474,30.60485665,15.96742875,15.96742875,27,73,421,0.54988633,0.045531197,0.207386364,0.288732394,0.267601297,0.272884071
397,37,9,791315.204,3558.236,112,-11.3996,Indian,2325.282873,0.0805537,9936.611212,15455,0.0805537,25.98825758,17.64185606,3771.11,140,1.07581739,31.71950059,18.97941554,18.97941554,30,78,449,0.605454551,0.050590219,0.221590909,0.328638498,0.292545227,0.301568544
398,38,9,791315.204,3558.236,120,-11.3996,Indian,6385.933188,0.0671839,10395.49518,16317,0.0671839,25.27245863,11.90254137,2859.21,84,0.99286551,31.16232144,11.81762281,11.81762281,18,26,380,0.459048319,0.030354132,0.073863636,0.197183099,0.187755362,0.190112296
399,39,9,791315.204,3558.236,128,-11.3996,Indian,11230.71716,0.227616,5291.129851,15376,0.227616,26.11845238,8.403025794,2258.26,126,1.03673853,32.22232154,8.711740609,8.711740609,43,46,495,0.362565344,0.072512648,0.130681818,0.295774648,0.188586603,0.215383614
400,40,9,791315.204,3558.236,136,-11.3996,Pacific,6863.891375,0.252221,4939.152436,15524,0.252221,26.60312813,8.007782783,2717.75,103,1.02904349,32.51454941,8.240356742,8.240356742,35,36,427,0.43633681,0.059021922,0.102272727,0.241784038,0.199210486,0.209853874
401,41,9,791315.204,3558.236,144,-11.3996,Pacific,7684.024003,0.304013,10405.4016,16541,0.304013,26.17069672,13.11277322,4002.2,210,1.21461024,31.29275453,15.92690863,15.92690863,114,46,695,0.642556225,0.192242833,0.130681818,0.492957746,0.321826959,0.364609656
402,42,9,791315.204,3558.236,152,-11.3996,Pacific,4458.39334,0.0470103,12331.63959,15308,0.0470103,25.51180556,17.11350309,3655.49,131,1.39396148,30.71341519,23.8555641,23.8555641,83,26,520,0.586891673,0.139966273,0.073863636,0.307511737,0.266907194,0.27705833
403,43,9,791315.204,3558.236,160,-11.3996,Pacific,6105.051225,0.0312145,11071.85311,14951,0.0312145,25.63064236,18.75329861,3633.5,49,1.11135914,30.14790878,20.84164982,20.84164982,32,35,220,0.583361162,0.053962901,0.099431818,0.115023474,0.245585294,0.212944839
404,44,9,791315.204,3558.236,168,-11.3996,Pacific,1575.104211,0.00745261,10310.35479,14529,0.00745261,24.65808081,18.55328283,0,15,1.18413385,29.02536788,21.96957023,21.96957023,0,12,106,0,0,0.034090909,0.035211268,0.011363636,0.017325544
405,45,9,791315.204,3558.236,176,-11.3996,Pacific,106.9377906,0.000075663,7987.71875,13183,0.000075663,27.86728395,18.88888889,0,1,1.04051304,32.53411255,19.6541352,19.6541352,0,3,40,0,0,0.008522727,0.002347418,0.002840909,0.002717536
406,1,10,791315.204,3558.236,-176,-19.73712,Pacific,1412.797525,0.00191758,7944.337469,14110,0.00191758,25.26666667,9.364506173,0,6,1.49294212,29.78322415,13.9806657,13.9806657,4,14,88,0,0.006745363,0.039772727,0.014084507,0.01550603,0.015150649
407,2,10,791315.204,3558.236,-168,-19.73712,Pacific,64.94483437,0.000337376,9160.45584,13375,0.000337376,24.43611111,9.369444444,0,1,1.29930931,28.95249329,12.1738064,12.1738064,0,3,35,0,0,0.008522727,0.002347418,0.002840909,0.002717536
408,3,10,791315.204,3558.236,-160,-19.73712,Pacific,178.3638481,0.000268674,9244.101307,14298,0.000268674,24.66944444,9.779365079,0,1,1.27769107,29.33628453,12.49500743,12.49500743,0,2,37,0,0,0.005681818,0.002347418,0.001893939,0.002007309
409,4,10,791315.204,3558.236,-152,-19.73712,Pacific,812.9365474,0.00219118,9551.629209,14219,0.00219118,24.49318182,10.01843434,0,0,1.03321239,29.12617576,10.35117049,10.35117049,0,2,56,0,0,0.005681818,0,0.001893939,0.001420455
410,5,10,791315.204,3558.236,-144,-19.73712,Pacific,1669.778329,0.000668709,3834.849088,14436,0.000668709,25.44611111,9.449444444,0,0,0.94204231,30.02039795,8.901776472,8.901776472,0,2,31,0,0,0.005681818,0,0.001893939,0.001420455
411,6,10,791315.204,3558.236,-136,-19.73712,Pacific,401.3667666,0.000190523,4025.951417,13527,0.000190523,24.78849206,9.017857143,0,1,0.76552903,28.95428292,6.903431431,6.903431431,0,1,29,0,0,0.002840909,0.002347418,0.00094697,0.001297082
412,7,10,791315.204,3558.236,-128,-19.73712,Pacific,4.786182477,1.74E-06,1660,1660,0.00000174,0,0,0,0,0,0,0,0,0,1,20,0,0,0.002840909,0,0.00094697,0.000710227
413,8,10,791315.204,3558.236,-120,-19.73712,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
414,9,10,791315.204,3558.236,-112,-19.73712,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
415,10,10,791315.204,3558.236,-104,-19.73712,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
416,11,10,791315.204,3558.236,-96,-19.73712,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
417,12,10,791315.204,3558.236,-88,-19.73712,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
418,13,10,791315.204,3558.236,-80,-19.73712,Pacific,0,0,0,0,0,0,0,1252.11,1,0,0,0,0,0,0,22,0.201027204,0,0,0.002347418,0.067009068,0.050843655
419,14,10,791315.204,3558.236,-72,-19.73712,Pacific,1466.143024,0.376019,2560.772847,23813,0.376019,10.99823428,5.93038329,2991.98,186,1.20696662,17.60704648,7.157774675,7.157774675,38,27,680,0.480364643,0.064080944,0.076704545,0.436619718,0.207050044,0.264442463
420,15,10,791315.204,3558.236,-64,-19.73712,Land,0,0.999999,7876.789045,22724,0.999999,18.23893428,7.017910312,2810.99,338,0.92683989,25.86944399,6.504479222,6.504479222,206,45,1211,0.451306562,0.347386172,0.127840909,0.79342723,0.308844548,0.429990218
421,16,10,791315.204,3558.236,-56,-19.73712,Land,0,0.999999,6934.97907,16575,0.999999,24.38793573,11.25516521,3061.29,241,1.14087756,31.37572841,12.84076542,12.84076542,114,39,847,0.491492416,0.192242833,0.110795455,0.5657277,0.264843568,0.340064601
422,17,10,791315.204,3558.236,-48,-19.73712,Atlantic,936.0047869,0.983855,9439.181035,18742,0.983855,22.20158077,16.21421784,3548.29,272,1.17274525,28.99797582,19.01514695,19.01514695,321,40,821,0.569680632,0.541315346,0.113636364,0.638497653,0.408210781,0.465782499
423,18,10,791315.204,3558.236,-40,-19.73712,Atlantic,1825.235471,0.438154,10119.30961,18148,0.438154,22.32891738,16.37004986,3376.07,241,1.10032105,28.94033849,18.01231045,18.01231045,307,33,793,0.542030582,0.517706577,0.09375,0.5657277,0.384495719,0.429803714
424,19,10,791315.204,3558.236,-32,-19.73712,Atlantic,17.3567163,1.38E-05,3336,6609,0.0000138,24.55555556,20.64722222,0,0,1.02909643,29.40900574,21.24798268,21.24798268,0,0,13,0,0,0,0,0,0
425,20,10,791315.204,3558.236,-24,-19.73712,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
426,21,10,791315.204,3558.236,-16,-19.73712,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
427,22,10,791315.204,3558.236,-8,-19.73712,Atlantic,51.84545072,0.000160211,7854.684615,20762,0.000160211,17.62777778,15.09861111,0,0,0.8139942,23.50100097,12.29018187,12.29018187,1,0,18,0,0.001686341,0,0,0.000562114,0.000421585
428,23,10,791315.204,3558.236,0,-19.73712,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
429,24,10,791315.204,3558.236,8,-19.73712,Atlantic,405.9999183,0.00828722,1878.073059,2879,0.00828722,18.80925926,1.784259259,1258.55,57,0.91375222,24.36466878,1.630370859,1.630370859,9,13,259,0.202061151,0.015177066,0.036931818,0.133802817,0.084723345,0.096993213
430,25,10,791315.204,3558.236,16,-19.73712,Atlantic,775.5917655,0.870818,3276.360856,8586,0.870818,20.23912998,4.422893082,1511.4,170,0.82815795,26.57339961,3.662854068,3.662854068,49,31,574,0.242656409,0.082630691,0.088068182,0.399061033,0.137785094,0.203104079
431,26,10,791315.204,3558.236,24,-19.73712,Land,0,0.999999,4040.667097,11275,0.999999,21.81346224,5.222249455,1555.4,211,0.54719278,28.37946791,2.857577197,2.857577197,64,34,612,0.249720642,0.107925801,0.096590909,0.495305164,0.151412451,0.237385629
432,27,10,791315.204,3558.236,32,-19.73712,Indian,1755.983485,0.945516,6012.009634,16963,0.945516,22.05858501,6.489550708,2914.35,246,0.71888914,28.08841612,4.665267527,4.665267527,97,58,727,0.467901088,0.163575042,0.164772727,0.577464789,0.265416286,0.343428412
433,28,10,791315.204,3558.236,40,-19.73712,Indian,2216.293055,0.14476,7866.955615,19443,0.14476,24.19455267,8.503643579,2831.64,167,1.12940036,29.56515685,9.604018119,9.604018119,52,113,606,0.454621935,0.087689713,0.321022727,0.392018779,0.287778125,0.313838289
434,29,10,791315.204,3558.236,48,-19.73712,Indian,3232.350957,0.568027,10378.13986,19855,0.568027,22.23666088,12.34402488,4431.47,162,1.06919752,27.67560953,13.19820079,13.19820079,215,273,234,0.711475847,0.362563238,0.775568182,0.38028169,0.616535755,0.557472239
435,30,10,791315.204,3558.236,56,-19.73712,Indian,451.3283155,0.00560617,11003.534,16308,0.00560617,22.68935185,18.49375,0,4,0.97045527,27.09441274,17.94735715,17.94735715,2,6,78,0,0.003372681,0.017045455,0.009389671,0.006806045,0.007451952
436,31,10,791315.204,3558.236,64,-19.73712,Indian,57.69938473,0.000140599,9242.260274,14940,0.000140599,25.21018519,17.49814815,0,1,0.96387903,29.74167277,16.86609807,16.86609807,0,1,36,0,0,0.002840909,0.002347418,0.00094697,0.001297082
437,32,10,791315.204,3558.236,72,-19.73712,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
438,33,10,791315.204,3558.236,80,-19.73712,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
439,34,10,791315.204,3558.236,88,-19.73712,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
440,35,10,791315.204,3558.236,96,-19.73712,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
441,36,10,791315.204,3558.236,104,-19.73712,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
442,37,10,791315.204,3558.236,112,-19.73712,Indian,1113.783779,0.0729728,1546.823,7206,0.0729728,24.21934524,2.610218254,1435.11,46,1.54080758,30.21542947,4.021844071,4.021844071,11,14,236,0.230407992,0.018549747,0.039772727,0.107981221,0.096243489,0.099177922
443,38,10,791315.204,3558.236,120,-19.73712,Indian,4038.411273,0.543853,866.7416387,13292,0.543853,25.78701073,3.099258207,1443.13,79,1.0282716,31.86840938,3.186879195,3.186879195,29,34,328,0.231695609,0.048903879,0.096590909,0.185446009,0.125730132,0.140659101
444,39,10,791315.204,3558.236,128,-19.73712,Land,1262.589364,0.993441,1034.96247,11751,0.993441,25.41708699,4.151726974,998.157,87,0.86424628,31.92791148,3.588114593,3.588114593,45,39,352,0.160254858,0.075885329,0.110795455,0.204225352,0.115645214,0.137790248
445,40,10,791315.204,3558.236,136,-19.73712,Pacific,1634.207726,0.940869,1172.213837,10933,0.940869,24.95633295,3.602455442,1474.18,86,0.73785803,31.19001352,2.658100676,2.658100676,37,37,353,0.23668071,0.062394604,0.105113636,0.201877934,0.13472965,0.151516721
446,41,10,791315.204,3558.236,144,-19.73712,Pacific,1877.551384,0.839097,2878.306246,17643,0.839097,24.14272784,4.916208906,2533.79,136,0.77898337,30.46440777,3.829644981,3.829644981,74,43,475,0.406801893,0.124789207,0.122159091,0.319248826,0.217916731,0.243249754
447,42,10,791315.204,3558.236,152,-19.73712,Pacific,3681.090232,0.107054,6344.592023,17483,0.107054,22.18172515,7.549512671,2192.21,84,0.85351823,27.35308656,6.443646692,6.443646692,39,19,396,0.351960967,0.065767285,0.053977273,0.197183099,0.157235175,0.167222156
448,43,10,791315.204,3558.236,160,-19.73712,Pacific,222.967904,0.000291508,7804.446328,15067,0.000291508,0,0,0,7,0,0,0,0,0,17,121,0,0,0.048295455,0.016431925,0.016098485,0.016181845
449,44,10,791315.204,3558.236,168,-19.73712,Pacific,4192.182158,0.032851,10989.68948,16137,0.032851,22.76331699,15.44468954,0,18,1.25821419,26.94064618,19.43272754,19.43272754,0,97,150,0,0,0.275568182,0.042253521,0.091856061,0.079455426
450,45,10,791315.204,3558.236,176,-19.73712,Pacific,3047.872759,0.0220728,11173.20628,14728,0.0220728,24.27472222,16.90708333,0,6,1.56674042,28.62194977,26.48901084,26.48901084,4,14,98,0,0.006745363,0.039772727,0.014084507,0.01550603,0.015150649
451,1,11,791315.204,3558.236,-176,-28.54919,Pacific,41.6714415,4.39E-05,8545.727273,15723,0.0000439,20.34722222,9.705555556,0,0,0.90171361,23.73598633,8.751631537,8.751631537,0,0,49,0,0,0,0,0,0
452,2,11,791315.204,3558.236,-168,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
453,3,11,791315.204,3558.236,-160,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
454,4,11,791315.204,3558.236,-152,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
455,5,11,791315.204,3558.236,-144,-28.54919,Pacific,55.62468117,5.15E-05,8386.202899,14120,0.0000515,20.66111111,9.341666667,0,0,1.36653793,25.55999146,12.76574183,12.76574183,0,1,21,0,0,0.002840909,0,0.00094697,0.000710227
456,6,11,791315.204,3558.236,-136,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
457,7,11,791315.204,3558.236,-128,-28.54919,Pacific,44.85300128,6.01E-05,7964.842105,14585,0.0000601,20.91111111,8.491666667,0,0,0.86954534,24.83400879,7.383889179,7.383889179,0,1,23,0,0,0.002840909,0,0.00094697,0.000710227
458,8,11,791315.204,3558.236,-120,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
459,9,11,791315.204,3558.236,-112,-28.54919,Pacific,65.22458923,0.000225314,7909.964758,16009,0.000225314,19.96388889,5.438888889,0,0,0.62000149,23.33498535,3.372119215,3.372119215,0,0,14,0,0,0,0,0,0
460,10,11,791315.204,3558.236,-104,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
461,11,11,791315.204,3558.236,-96,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
462,12,11,791315.204,3558.236,-88,-28.54919,Pacific,3.9098053,1.09E-06,0,0,0.00000109,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
463,13,11,791315.204,3558.236,-80,-28.54919,Pacific,14.92720885,7.46E-06,2697,3280,0.00000746,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
464,14,11,791315.204,3558.236,-72,-28.54919,Pacific,1359.079205,0.390362,2082.388583,20251,0.390362,8.933476307,4.124550654,1767.38,80,0.62459545,14.57290286,2.576175572,2.576175572,15,17,300,0.28375419,0.02529511,0.048295455,0.187793427,0.119114918,0.136284545
465,15,11,791315.204,3558.236,-64,-28.54919,Land,0,1,4332.475335,21438,1,16.94064542,5.825563725,2182.22,204,0.85685152,23.54348145,4.991643133,4.991643133,87,30,613,0.350357065,0.146711636,0.085227273,0.478873239,0.194098658,0.265292303
466,16,11,791315.204,3558.236,-56,-28.54919,Atlantic,567.7849698,0.993819,8204.776191,19177,0.993819,19.91324786,9.612910914,2582.14,216,1.04079782,25.91791073,10.00509672,10.00509672,123,30,734,0.414564522,0.207419899,0.085227273,0.507042254,0.235737231,0.303563487
467,17,11,791315.204,3558.236,-48,-28.54919,Atlantic,3156.750982,0.309102,14925.29481,18869,0.309102,18.60407407,17.13604938,3139.33,198,1.12019938,24.30031783,19.19579189,19.19579189,226,25,701,0.504021796,0.381112985,0.071022727,0.464788732,0.318719169,0.35523656
468,18,11,791315.204,3558.236,-40,-28.54919,Atlantic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0.002347418,0,0.000586854
469,19,11,791315.204,3558.236,-32,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
470,20,11,791315.204,3558.236,-24,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
471,21,11,791315.204,3558.236,-16,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
472,22,11,791315.204,3558.236,-8,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
473,23,11,791315.204,3558.236,0,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
474,24,11,791315.204,3558.236,8,-28.54919,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
475,25,11,791315.204,3558.236,16,-28.54919,Atlantic,1275.030256,0.462605,1918.818191,12261,0.462605,18.40429607,2.983126294,2751.65,135,0.98397027,24.6026647,2.935307585,2.935307585,34,27,415,0.44177948,0.057335582,0.076704545,0.316901408,0.191939869,0.223180254
476,26,11,791315.204,3558.236,24,-28.54919,Land,38.97807089,0.999797,2794.050096,20113,0.999797,17.68183007,4.718651961,2466.61,200,0.87778045,24.66102699,4.141940442,4.141940442,47,38,600,0.396016094,0.07925801,0.107954545,0.469483568,0.19440955,0.263178054
477,27,11,791315.204,3558.236,32,-28.54919,Indian,1761.638875,0.476462,8025.637061,20437,0.476462,18.22272727,7.981357695,3367.16,219,0.81862119,24.10763168,6.533708534,6.533708534,75,46,678,0.540600074,0.126475548,0.130681818,0.514084507,0.265919147,0.327960487
478,28,11,791315.204,3558.236,40,-28.54919,Indian,106.5818915,0.0026817,8044.739044,13656,0.0026817,23.57592593,7.407407407,2680.83,23,1.17888828,28.93400472,8.732505777,8.732505777,6,61,143,0.430409276,0.010118044,0.173295455,0.05399061,0.204607591,0.166953346
479,29,11,791315.204,3558.236,48,-28.54919,Indian,548.1596607,0.0603081,8192.550707,17660,0.0603081,22.19068627,11.27279412,4289.33,69,1.1855304,27.52638352,13.36424012,13.36424012,81,133,199,0.688655163,0.136593592,0.377840909,0.161971831,0.401029888,0.341265374
480,30,11,791315.204,3558.236,56,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
481,31,11,791315.204,3558.236,64,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
482,32,11,791315.204,3558.236,72,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
483,33,11,791315.204,3558.236,80,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
484,34,11,791315.204,3558.236,88,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
485,35,11,791315.204,3558.236,96,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
486,36,11,791315.204,3558.236,104,-28.54919,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
487,37,11,791315.204,3558.236,112,-28.54919,Indian,2692.352001,0.182725,2699.607219,17329,0.182725,21.15866667,5.155333333,1755.66,66,1.15195579,27.12845337,5.938716082,5.938716082,30,23,314,0.281872536,0.050590219,0.065340909,0.154929577,0.132601221,0.13818331
488,38,11,791315.204,3558.236,120,-28.54919,Land,0,1,1998.559162,16720,1,19.96446078,4.654877451,1647.12,73,0.90910348,26.69054404,4.23176529,4.23176529,28,30,298,0.264446357,0.047217538,0.085227273,0.171361502,0.132297056,0.142063167
489,39,11,791315.204,3558.236,128,-28.54919,Indian,917.7966543,0.89275,1467.128434,13483,0.89275,19.63331518,3.826334423,706.527,51,0.68051248,25.89845064,2.603868328,2.603868328,9,27,252,0.113433442,0.015177066,0.076704545,0.11971831,0.068438351,0.081258341
490,40,11,791315.204,3558.236,136,-28.54919,Indian,984.9191673,0.970467,1066.231908,11493,0.970467,20.18538939,3.444536757,838.358,61,0.89285328,26.0013469,3.075465942,3.075465942,19,33,343,0.134599008,0.032040472,0.09375,0.143192488,0.086796494,0.100895492
491,41,11,791315.204,3558.236,144,-28.54919,Land,0,1,1393.98112,6916,1,20.36163399,3.605563725,1601.53,79,0.97369434,26.90447343,3.510716992,3.510716992,31,29,341,0.257126848,0.05227656,0.082386364,0.185446009,0.13059659,0.144308945
492,42,11,791315.204,3558.236,152,-28.54919,Pacific,3662.781752,0.617829,6722.965,19879,0.617829,18.42875887,7.165874704,2186.78,103,1.0779617,24.40754823,7.724538478,7.724538478,76,28,465,0.351089176,0.128161889,0.079545455,0.241784038,0.186265507,0.200145139
493,43,11,791315.204,3558.236,160,-28.54919,Pacific,27.09701903,1.90E-05,7445.888889,17475,0.000019,18.79166667,17.30416667,0,2,0.78024167,23.09699402,13.5014319,13.5014319,0,0,80,0,0,0,0.004694836,0,0.001173709
494,44,11,791315.204,3558.236,168,-28.54919,Pacific,35.27692852,0.000048016,13209.58621,17169,0.000048016,18.625,16.12777778,0,2,0.715509,22.56499634,11.53957015,11.53957015,0,0,70,0,0,0,0.004694836,0,0.001173709
495,45,11,791315.204,3558.236,176,-28.54919,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
496,1,12,791315.204,3558.236,-176,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
497,2,12,791315.204,3558.236,-168,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
498,3,12,791315.204,3558.236,-160,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
499,4,12,791315.204,3558.236,-152,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
500,5,12,791315.204,3558.236,-144,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
501,6,12,791315.204,3558.236,-136,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
502,7,12,791315.204,3558.236,-128,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
503,8,12,791315.204,3558.236,-120,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
504,9,12,791315.204,3558.236,-112,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
505,10,12,791315.204,3558.236,-104,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
506,11,12,791315.204,3558.236,-96,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
507,12,12,791315.204,3558.236,-88,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
508,13,12,791315.204,3558.236,-80,-38.20473,Pacific,102.3342399,0.000188553,10180.70297,19351,0.000188553,15.08055556,2.630555556,0,0,0.65305024,17.77401123,1.717884937,1.717884937,0,0,24,0,0,0,0,0,0
509,14,12,791315.204,3558.236,-72,-38.20473,Pacific,4123.223978,0.62952,5187.607963,24261,0.62952,9.921062802,5.610374396,1797.8,91,0.70815949,14.65830489,3.973039871,3.973039871,53,16,315,0.288638144,0.089376054,0.045454545,0.213615023,0.141156248,0.159270942
510,15,12,791315.204,3558.236,-64,-38.20473,Atlantic,2399.407141,0.819009,3434.422804,12289,0.819009,14.7596357,5.476703097,1610.21,96,1.02171676,19.31693766,5.595639344,5.595639344,40,17,392,0.258520428,0.067453626,0.048295455,0.225352113,0.124756503,0.149905405
511,16,12,791315.204,3558.236,-56,-38.20473,Atlantic,2125.897058,0.266554,8261.850239,20183,0.266554,15.8933908,8.251508621,1981.15,89,1.08595416,20.00232875,8.960760113,8.960760113,44,15,389,0.318075125,0.074198988,0.042613636,0.208920188,0.144962583,0.160951984
512,17,12,791315.204,3558.236,-48,-38.20473,Atlantic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0.002347418,0,0.000586854
513,18,12,791315.204,3558.236,-40,-38.20473,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
514,19,12,791315.204,3558.236,-32,-38.20473,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
515,20,12,791315.204,3558.236,-24,-38.20473,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
516,21,12,791315.204,3558.236,-16,-38.20473,Atlantic,65.82547131,0.000156041,11197.00625,15958,0.000156041,13.41944444,18.74722222,0,0,0.98068231,18.76699219,18.38506919,18.38506919,0,0,15,0,0,0,0,0,0
517,22,12,791315.204,3558.236,-8,-38.20473,Atlantic,38.36956386,8.10E-05,12375.61111,16671,0.000081,12.51944444,21.30277778,0,0,0.98176909,17.81099853,20.91440876,20.91440876,0,0,11,0,0,0,0,0,0
518,23,12,791315.204,3558.236,0,-38.20473,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
519,24,12,791315.204,3558.236,8,-38.20473,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
520,25,12,791315.204,3558.236,16,-38.20473,Atlantic,548.8721237,0.029475,6348.539546,21890,0.029475,16.47777778,7.737777778,3192.64,92,0.7990803,21.29899699,6.183105788,6.183105788,34,19,325,0.512580757,0.057335582,0.053977273,0.215962441,0.207964537,0.209964013
521,26,12,791315.204,3558.236,24,-38.20473,Indian,1202.788586,0.0933907,5526.543142,21169,0.0933907,17.10190972,7.656076389,3387.53,125,1.17812382,22.11495997,9.019805962,9.019805962,39,22,436,0.543870493,0.065767285,0.0625,0.29342723,0.224045926,0.241391252
