GRIDCODE,XCOO,YCOO,AREA,PERIMETER,X_COORD,Y_COORD,OceanTag,LenCoast,PctLand,NPPMN,NPPMX,PctLand,temp,wetdays,Plants,Mammals,Precip_ratio_end21st_start_21st_c,temp_2091_2099,wetdays_2091_2099,wetdays_2091_2099_capped,Amphib,Reptile,Bird,PlantsNorm,AmphibsNorm,ReptilesNorm,MammalsNorm,LandEctoNorm,LandAllNorm
270,45,6,791315.204,3558.236,176,12.84422,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
271,1,7,791315.204,3558.236,-176,4.72115,Pacific,4.121452403,1.39E-06,0,0,0.00000139,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
272,2,7,791315.204,3558.236,-168,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
273,3,7,791315.204,3558.236,-160,4.72115,Pacific,725.8059467,0.00107478,3953.146341,10413,0.00107478,27.49814815,12.0712963,0,0,1.60901582,32.78850199,19.42290671,19.42290671,0,0,28,0,0,0,0,0,0
274,4,7,791315.204,3558.236,-152,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
275,5,7,791315.204,3558.236,-144,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
276,6,7,791315.204,3558.236,-136,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
277,7,7,791315.204,3558.236,-128,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
278,8,7,791315.204,3558.236,-120,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
279,9,7,791315.204,3558.236,-112,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
280,10,7,791315.204,3558.236,-104,4.72115,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
281,11,7,791315.204,3558.236,-96,4.72115,Pacific,4.28748115,2.26E-06,2721,2721,0.00000226,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
282,12,7,791315.204,3558.236,-88,4.72115,Pacific,34.97454028,3.56E-05,2464.259259,5055,0.0000356,0,0,6228.56,0,0,0,0,0,0,1,54,1,0,0.002840909,0,0.334280303,0.250710227
283,13,7,791315.204,3558.236,-80,4.72115,Pacific,6031.823691,0.284481,8721.074908,14511,0.284481,23.53822751,17.08724868,6228.56,375,0.96177973,29.3285816,16.43416942,16.43416942,546,108,1664,1,0.92074199,0.306818182,0.88028169,0.742520057,0.776960465
284,14,7,791315.204,3558.236,-72,4.72115,Land,0,1,9362.931609,15993,1,23.93999423,16.30214341,4024.88,391,0.93772887,31.11166785,15.28699052,15.28699052,486,65,1483,0.646197516,0.819561551,0.184659091,0.917840376,0.550139386,0.642064633
285,15,7,791315.204,3558.236,-64,4.72115,Atlantic,460.2932455,0.998229,9555.883465,14342,0.998229,24.9622549,15.64253172,4252.4,291,0.96212967,31.72182005,15.05014388,15.05014388,222,47,954,0.682726023,0.374367622,0.133522727,0.683098592,0.396872124,0.468428741
286,16,7,791315.204,3558.236,-56,4.72115,Atlantic,1731.317896,0.69622,9844.956061,14619,0.69622,25.54040404,17.52531898,4550.72,239,1.09584415,31.52367057,19.20501828,19.20501828,169,36,825,0.730621524,0.284991568,0.102272727,0.561032864,0.372628607,0.419729671
287,17,7,791315.204,3558.236,-48,4.72115,Atlantic,1246.453658,0.0781823,9068.720404,11572,0.0781823,25.78825397,19.71269841,4550.72,194,1.0845255,31.53420236,21.3789241,21.3789241,108,26,680,0.730621524,0.182124789,0.073863636,0.455399061,0.328869983,0.360502253
288,18,7,791315.204,3558.236,-40,4.72115,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
289,19,7,791315.204,3558.236,-32,4.72115,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
290,20,7,791315.204,3558.236,-24,4.72115,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
291,21,7,791315.204,3558.236,-16,4.72115,Atlantic,955.4939859,0.0203249,4193.481336,8411,0.0203249,26.355,13.82027778,2240.11,137,0.97245102,32.54890442,13.43954322,13.43954322,44,29,463,0.359651348,0.074198988,0.082386364,0.321596244,0.1720789,0.209458236
292,22,7,791315.204,3558.236,-8,4.72115,Atlantic,1307.292333,0.422463,6817.952029,10690,0.422463,25.54009754,12.16369805,2258.54,238,1.01297223,32.35967081,12.32148834,12.32148834,105,56,660,0.362610298,0.177065767,0.159090909,0.558685446,0.232922325,0.314363105
293,23,7,791315.204,3558.236,0,4.72115,Atlantic,979.6895368,0.38291,5467.768917,10418,0.38291,26.68596038,11.47037037,2578.62,245,0.86652243,33.30441857,9.939333206,9.939333206,83,62,676,0.413999383,0.139966273,0.176136364,0.575117371,0.24336734,0.326304848
294,24,7,791315.204,3558.236,8,4.72115,Atlantic,2062.548905,0.638099,6566.62404,10943,0.638099,25.81822391,11.49776936,4017.18,329,0.98058603,31.94045518,11.27455201,11.27455201,205,57,838,0.644961275,0.345699831,0.161931818,0.772300469,0.384197642,0.481223349
295,25,7,791315.204,3558.236,16,4.72115,Land,0,1,7617.942241,12027,1,24.77151096,10.71333141,3188.35,305,1.02598184,31.10258164,10.99168347,10.99168347,130,40,797,0.511891994,0.219224283,0.113636364,0.715962441,0.281584214,0.390178771
296,26,7,791315.204,3558.236,24,4.72115,Land,0,1,7289.174173,13884,1,24.84490581,10.18896578,2076.94,281,1.06527252,30.89753657,10.85402525,10.85402525,87,28,746,0.333454282,0.146711636,0.079545455,0.659624413,0.186570457,0.304833946
297,27,7,791315.204,3558.236,32,4.72115,Land,0,1,6400.535684,16583,1,25.09129181,9.667637447,2272.66,401,1.72152262,30.77748664,16.64305655,16.64305655,116,48,1159,0.364877275,0.195615514,0.136363636,0.941314554,0.232285475,0.409542745
298,28,7,791315.204,3558.236,40,4.72115,Land,66.45063663,0.998665,3785.433112,18437,0.998665,23.90866974,7.174240677,1868.11,297,2.59514553,30.91135881,18.61819862,18.61819862,71,42,921,0.299926468,0.119730185,0.119318182,0.697183099,0.179658278,0.309039483
299,29,7,791315.204,3558.236,48,4.72115,Indian,1153.676673,0.459679,1142.086893,9695,0.459679,26.71648629,4.781673882,1505.76,113,1.67444434,33.31612985,8.006646767,8.006646767,19,20,459,0.241750902,0.032040472,0.056818182,0.265258216,0.110203185,0.148966943
300,30,7,791315.204,3558.236,56,4.72115,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
301,31,7,791315.204,3558.236,64,4.72115,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
302,32,7,791315.204,3558.236,72,4.72115,Indian,721.0537366,0.00019394,4593.977778,12414,0.00019394,27.65,10.95833333,2402.96,1,1.16929873,32.88600057,12.81356525,12.81356525,1,1,61,0.385797038,0.001686341,0.002840909,0.002347418,0.130108096,0.098167926
303,33,7,791315.204,3558.236,80,4.72115,Indian,1392.314195,0.082321,6440.529387,13705,0.082321,26.71486486,8.314114114,2408.29,119,1.20034886,31.92975645,9.979837399,9.979837399,138,105,450,0.386652774,0.232715008,0.298295455,0.279342723,0.305887746,0.29925149
304,34,7,791315.204,3558.236,88,4.72115,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
305,35,7,791315.204,3558.236,96,4.72115,Indian,5940.085832,0.184824,7468.358568,10920,0.184824,26.07257835,13.95128205,3069.13,244,1.07138424,31.12982037,14.94718372,14.94718372,102,148,662,0.492751133,0.172006745,0.420454545,0.572769953,0.361737475,0.414495594
306,36,7,791315.204,3558.236,104,4.72115,Pacific,7668.075362,0.25841,7325.21132,11520,0.25841,26.25704733,16.94174383,4408.43,272,1.10889892,31.44701792,18.78668144,18.78668144,119,162,718,0.707776757,0.200674536,0.460227273,0.638497653,0.456226189,0.501794055
307,37,7,791315.204,3558.236,112,4.72115,Pacific,2713.743409,0.28202,9004.07712,12818,0.28202,25.21086142,21.18951311,5429.6,209,1.26940514,30.60573045,26.89807686,26.89807686,149,123,524,0.87172637,0.251264755,0.349431818,0.490610329,0.490807648,0.490758318
308,38,7,791315.204,3558.236,120,4.72115,Pacific,9921.85812,0.242678,9942.798211,15452,0.242678,25.64600694,17.12358631,5429.6,323,1.21144931,30.99148058,20.74435682,20.74435682,159,189,804,0.87172637,0.268128162,0.536931818,0.758215962,0.558928783,0.608750578
309,39,7,791315.204,3558.236,128,4.72115,Pacific,4712.849661,0.114553,9301.173565,15128,0.114553,24.85639881,14.97921627,2991.14,166,1.20340311,30.48942827,18.02603544,18.02603544,59,88,570,0.48022978,0.099494098,0.25,0.389671362,0.276574626,0.30484881
310,40,7,791315.204,3558.236,136,4.72115,Pacific,340.1173223,0.000587223,5505.667203,11223,0.000587223,27.35722222,18.13222222,0,5,1.17358117,32.29619751,21.27963457,21.27963457,1,8,104,0,0.001686341,0.022727273,0.011737089,0.008137871,0.009037676
311,41,7,791315.204,3558.236,144,4.72115,Pacific,14.05661712,4.58E-06,4282.777778,6125,0.00000458,27.48888889,19.84444444,0,0,1.12795937,32.76598511,22.38372705,22.38372705,0,4,60,0,0,0.011363636,0,0.003787879,0.002840909
312,42,7,791315.204,3558.236,152,4.72115,Pacific,222.1966871,0.000131274,4065.506849,10461,0.000131274,25.97222222,20.54513889,0,2,1.25772195,32.43200073,25.84007215,25.84007215,0,6,62,0,0,0.017045455,0.004694836,0.005681818,0.005435073
313,43,7,791315.204,3558.236,160,4.72115,Pacific,288.2200921,0.000596221,6386.824477,11673,0.000596221,27.10777778,20.05,0,3,1.08876369,31.99500732,21.82971198,21.82971198,0,3,59,0,0,0.008522727,0.007042254,0.002840909,0.003891245
314,44,7,791315.204,3558.236,168,4.72115,Pacific,655.8441119,0.000167649,3439.651163,10385,0.000167649,27.62888889,18.80055556,0,0,1.08224979,32.37759399,20.34689731,20.34689731,0,4,37,0,0,0.011363636,0,0.003787879,0.002840909
315,45,7,791315.204,3558.236,176,4.72115,Pacific,456.458839,0.000178456,4063.851563,13715,0.000178456,27.83928571,19.02738095,0,0,2.01716163,33.00628488,38.38130277,30,0,4,37,0,0,0.011363636,0,0.003787879,0.002840909
316,1,8,791315.204,3558.236,-176,-3.3057,Pacific,74.62357758,2.29E-05,3447.846154,5711,0.0000229,27.90694444,10.84166667,0,0,1.89069349,33.13950501,20.49826859,20.49826859,0,0,28,0,0,0,0,0,0
317,2,8,791315.204,3558.236,-168,-3.3057,Pacific,104.7632118,4.43E-05,3591.805556,12492,0.0000443,27.81944444,11.07222222,0,0,2.2580235,33.21999512,25.00133797,25.00133797,0,0,28,0,0,0,0,0,0
318,3,8,791315.204,3558.236,-160,-3.3057,Pacific,8.560262502,6.06E-06,0,0,0.00000606,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
319,4,8,791315.204,3558.236,-152,-3.3057,Pacific,47.9430215,0.000068211,3022.1,7223,0.000068211,27.51875,10.57986111,0,0,1.98241607,32.51649628,20.97368668,20.97368668,0,0,26,0,0,0,0,0,0
320,5,8,791315.204,3558.236,-144,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
321,6,8,791315.204,3558.236,-136,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
322,7,8,791315.204,3558.236,-128,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
323,8,8,791315.204,3558.236,-120,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
324,9,8,791315.204,3558.236,-112,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
325,10,8,791315.204,3558.236,-104,-3.3057,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
326,11,8,791315.204,3558.236,-96,-3.3057,Pacific,0,0,0,0,0,0,0,2334.52,0,0,0,0,0,0,0,16,0.374808945,0,0,0,0.124936315,0.093702236
327,12,8,791315.204,3558.236,-88,-3.3057,Pacific,1322.096746,0.0101358,4720.213596,13823,0.0101358,22.55590278,9.474652778,2334.52,9,0.9990237,28.19000015,9.465402674,9.465402674,1,3,108,0.374808945,0.001686341,0.008522727,0.021126761,0.128339338,0.101536193
328,13,8,791315.204,3558.236,-80,-3.3057,Pacific,2495.053457,0.572291,12503.08908,20935,0.572291,21.69889875,14.8930309,4459,383,1.20024677,27.75845629,17.87531223,17.87531223,593,81,1659,0.715895809,1,0.230113636,0.899061033,0.648669815,0.71126762
329,14,8,791315.204,3558.236,-72,-3.3057,Land,0,1,11008.16499,20148,1,26.20348904,21.47267397,5217.54,298,0.88784487,33.3023948,19.06440343,19.06440343,253,38,867,0.837679977,0.426644182,0.107954545,0.699530516,0.457426235,0.517952305
330,15,8,791315.204,3558.236,-64,-3.3057,Land,0,1,9169.625979,11930,1,26.40123991,20.79914456,4512.77,288,1.14539241,32.99038413,23.82318231,23.82318231,159,36,863,0.724528623,0.268128162,0.102272727,0.676056338,0.364976504,0.442746463
331,16,8,791315.204,3558.236,-56,-3.3057,Land,0,1,8478.438436,10914,1,26.36905037,18.94429066,4550.72,267,1.38596648,32.99859199,26.25615184,26.25615184,145,43,872,0.730621524,0.244519393,0.122159091,0.626760563,0.365766669,0.431015143
332,17,8,791315.204,3558.236,-48,-3.3057,Atlantic,8035.061438,0.832718,6491.98883,11243,0.832718,26.28002222,20.49804444,4584.66,242,1.26374003,33.29770056,25.9041993,25.9041993,135,38,883,0.736070617,0.227655987,0.107954545,0.568075117,0.35722705,0.409939066
333,18,8,791315.204,3558.236,-40,-3.3057,Atlantic,2016.865543,0.484426,4572.626422,14747,0.484426,26.47242593,16.50474074,4196.06,160,1.42969103,33.43505839,23.59667979,23.59667979,67,22,487,0.673680594,0.112984823,0.0625,0.375586854,0.283055139,0.306188068
334,19,8,791315.204,3558.236,-32,-3.3057,Atlantic,373.7401949,0.03186,6115.521916,13998,0.03186,25.39297386,14.48006536,2759.59,133,1.4271431,31.44752879,20.66512537,20.66512537,47,17,347,0.443054253,0.07925801,0.048295455,0.312206573,0.190202573,0.220703573
335,20,8,791315.204,3558.236,-24,-3.3057,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
336,21,8,791315.204,3558.236,-16,-3.3057,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
337,22,8,791315.204,3558.236,-8,-3.3057,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
338,23,8,791315.204,3558.236,0,-3.3057,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0.005059022,0,0,0.001686341,0.001264755
339,24,8,791315.204,3558.236,8,-3.3057,Atlantic,1473.028842,0.178537,9785.041892,14860,0.178537,25.28523148,11.59574074,3636.86,170,1.11913067,31.47936808,12.9771491,12.9771491,92,24,581,0.583900613,0.155143339,0.068181818,0.399061033,0.269075257,0.301571701
340,25,8,791315.204,3558.236,16,-3.3057,Land,713.9393487,0.984467,9918.68521,14965,0.984467,24.44320331,9.751832151,3334.84,257,1.04179685,30.89664958,10.15942802,10.15942802,91,31,701,0.535411074,0.153456998,0.088068182,0.603286385,0.258978751,0.34505566
341,26,8,791315.204,3558.236,24,-3.3057,Land,0,1,10549.16292,14882,1,24.63225682,10.96487889,2814.06,259,1.09051459,30.60659518,11.95736041,11.95736041,88,36,742,0.451799453,0.148397976,0.102272727,0.607981221,0.234156719,0.327612844
342,27,8,791315.204,3558.236,32,-3.3057,Land,0,1,9259.14383,21723,1,21.49411765,12.78550557,2814.06,426,1.60288427,27.67139075,20.49368576,20.49368576,157,59,1184,0.451799453,0.264755481,0.167613636,1,0.294722857,0.471042142
343,28,8,791315.204,3558.236,40,-3.3057,Indian,3358.661126,0.569199,5801.755393,20232,0.569199,23.95436921,9.384447338,2388.39,343,1.26167639,30.10033395,11.84013564,11.84013564,167,76,978,0.383457814,0.281618887,0.215909091,0.805164319,0.293661931,0.421537528
344,29,8,791315.204,3558.236,48,-3.3057,Indian,0,0,0,0,0,27.81388889,5.877777778,1314.64,1,1.00492465,33.79500732,5.906723776,5.906723776,0,0,23,0.211066442,0,0,0.002347418,0.070355481,0.053353465
345,30,8,791315.204,3558.236,56,-3.3057,Indian,327.6748199,0.000362587,7524.992593,12967,0.000362587,26.80694444,15.72638889,0,3,1.18557638,32.23549804,18.64483521,18.64483521,12,15,56,0,0.020236088,0.042613636,0.007042254,0.020949908,0.017472994
346,31,8,791315.204,3558.236,64,-3.3057,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
347,32,8,791315.204,3558.236,72,-3.3057,Indian,271.6966883,9.37E-05,4458.575758,12848,0.0000937,27.52638889,14.91527778,0,2,1.36006373,32.86800537,20.28572833,20.28572833,0,1,47,0,0,0.002840909,0.004694836,0.00094697,0.001883936
348,33,8,791315.204,3558.236,80,-3.3057,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
349,34,8,791315.204,3558.236,88,-3.3057,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
350,35,8,791315.204,3558.236,96,-3.3057,Indian,1584.518794,0.0175356,8691.107942,11653,0.0175356,26.39529915,15.78717949,3242.09,176,1.23265547,31.4023799,19.46015315,19.46015315,46,94,495,0.520519992,0.077571669,0.267045455,0.41314554,0.288379039,0.319570664
351,36,8,791315.204,3558.236,104,-3.3057,Indian,7861.901669,0.411042,10171.98411,14855,0.411042,26.32705071,18.36394482,3931.38,249,1.18125517,31.77099962,21.69250476,21.69250476,93,135,653,0.631186021,0.15682968,0.383522727,0.584507042,0.390512809,0.439011367
352,37,8,791315.204,3558.236,112,-3.3057,Pacific,5026.228006,0.454538,9573.993768,14903,0.454538,26.3265528,19.51224983,4989.87,224,1.24707981,31.82170831,24.33333281,24.33333281,83,132,622,0.801127387,0.139966273,0.375,0.525821596,0.438697887,0.460478814
353,38,8,791315.204,3558.236,120,-3.3057,Pacific,11638.14951,0.266105,9178.276951,14219,0.266105,25.38967078,15.88158436,4625.62,263,1.27876994,30.63231857,20.30889268,20.30889268,39,108,622,0.742646775,0.065767285,0.306818182,0.617370892,0.371744081,0.433150784
354,39,8,791315.204,3558.236,128,-3.3057,Pacific,10388.18394,0.0830817,8816.238915,13864,0.0830817,25.64354575,15.40012255,3249.95,171,1.42563688,31.14438423,21.95498266,21.95498266,40,37,676,0.521781921,0.067453626,0.105113636,0.401408451,0.231449728,0.273939408
355,40,8,791315.204,3558.236,136,-3.3057,Pacific,13362.68682,0.386559,12345.95086,16077,0.386559,25.51095462,17.92762128,3493.74,178,1.37284042,31.10547189,24.61176313,24.61176313,136,33,635,0.560922589,0.229342327,0.09375,0.417840376,0.294671639,0.325463823
356,41,8,791315.204,3558.236,144,-3.3057,Pacific,3243.426014,0.401279,14394.16923,16884,0.401279,25.22526358,19.13473236,4002.2,204,1.34709738,30.91400806,25.77634783,25.77634783,184,42,635,0.642556225,0.310286678,0.119318182,0.478873239,0.357387028,0.387758581
357,42,8,791315.204,3558.236,152,-3.3057,Pacific,5572.915095,0.0698443,11096.55273,14529,0.0698443,25.5585034,20.93639456,3971.79,68,1.35401866,30.90375329,28.34826891,28.34826891,74,40,281,0.637673876,0.124789207,0.113636364,0.159624413,0.292033149,0.258930965
358,43,8,791315.204,3558.236,160,-3.3057,Pacific,551.8472138,0.00372754,11026.60279,14521,0.00372754,25.90104167,20.34444444,0,30,1.22942425,30.71974716,25.01195335,25.01195335,30,18,141,0,0.050590219,0.051136364,0.070422535,0.033908861,0.04303728
359,44,8,791315.204,3558.236,168,-3.3057,Pacific,27.48886143,3.49E-05,6511.255814,12437,0.0000349,27.82962963,19.53333333,0,0,2.77654942,33.15901082,54.23526533,30,0,1,31,0,0,0.002840909,0,0.00094697,0.000710227
360,45,8,791315.204,3558.236,176,-3.3057,Pacific,535.5628354,0.000238443,5435.793233,14542,0.000238443,28.35555556,19.07805556,0,0,2.26027875,33.57635193,43.12172357,30,0,2,33,0,0,0.005681818,0,0.001893939,0.001420455
361,1,9,791315.204,3558.236,-176,-11.3996,Pacific,350.1098778,0.00248554,8935.421741,13883,0.00248554,27.36489899,9.50530303,0,4,0.97987554,32.1581887,9.314013939,9.314013939,0,7,63,0,0,0.019886364,0.009389671,0.006628788,0.007319009
362,2,9,791315.204,3558.236,-168,-11.3996,Pacific,403.2367907,0.00168804,8326.333922,12821,0.00168804,27.38888889,9.539814815,0,4,0.90672123,32.22644789,8.649952623,8.649952623,0,5,60,0,0,0.014204545,0.009389671,0.004734848,0.005898554
363,3,9,791315.204,3558.236,-160,-11.3996,Pacific,136.3243177,3.88E-05,3829.189189,5569,0.0000388,27.54027778,9.790277778,0,0,0.7597176,32.29075012,7.437846337,7.437846337,0,1,18,0,0,0.002840909,0,0.00094697,0.000710227
364,4,9,791315.204,3558.236,-152,-11.3996,Pacific,90.46025936,2.65E-05,4172.283951,8538,0.0000265,27.31180556,10.04652778,0,0,0.66565946,31.72850189,6.687566257,6.687566257,0,1,34,0,0,0.002840909,0,0.00094697,0.000710227
365,5,9,791315.204,3558.236,-144,-11.3996,Pacific,754.725744,0.000787544,7382.709548,15197,0.000787544,26.95092593,9.731018519,0,0,0.74892742,31.460672,7.287826593,7.287826593,0,1,43,0,0,0.002840909,0,0.00094697,0.000710227
366,6,9,791315.204,3558.236,-136,-11.3996,Pacific,305.6479919,0.00073977,9536.02736,15123,0.00073977,26.53555556,9.482777778,0,0,0.93111656,30.66040039,8.829571424,8.829571424,0,1,41,0,0,0.002840909,0,0.00094697,0.000710227
367,7,9,791315.204,3558.236,-128,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
368,8,9,791315.204,3558.236,-120,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
369,9,9,791315.204,3558.236,-112,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
370,10,9,791315.204,3558.236,-104,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
371,11,9,791315.204,3558.236,-96,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
372,12,9,791315.204,3558.236,-88,-11.3996,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
373,13,9,791315.204,3558.236,-80,-11.3996,Pacific,1315.720146,0.187037,8749.449445,25380,0.187037,15.58758681,10.29353299,3772.37,252,1.1654057,21.63751612,11.99614202,11.99614202,111,32,1143,0.605656845,0.187183811,0.090909091,0.591549296,0.294583249,0.368824761
374,14,9,791315.204,3558.236,-72,-11.3996,Land,211.1302828,0.992775,13852.44571,26910,0.992775,20.07410645,12.68093434,4482.49,389,1.08085717,27.06595401,13.7062788,13.7062788,336,67,1482,0.719667146,0.566610455,0.190340909,0.91314554,0.49220617,0.597441013
375,15,9,791315.204,3558.236,-64,-11.3996,Land,0,1,10281.85397,22534,1,26.09374279,13.7700692,4223.9,316,0.93228623,32.91057792,12.8376459,12.8376459,205,47,1125,0.678150327,0.345699831,0.133522727,0.741784038,0.385790962,0.474789231
376,16,9,791315.204,3558.236,-56,-11.3996,Land,0,1,8148.064479,11621,1,25.36789696,16.0115917,3817.03,238,1.18940194,32.00969912,19.04421823,19.04421823,138,44,856,0.612827042,0.232715008,0.125,0.558685446,0.323514017,0.382306874
377,17,9,791315.204,3558.236,-48,-11.3996,Land,0,1,5975.789252,12765,1,25.16895425,17.81559977,4165.96,230,1.28811379,32.29094057,22.94851974,22.94851974,131,44,738,0.668848016,0.220910624,0.125,0.539906103,0.33825288,0.388666186
378,18,9,791315.204,3558.236,-40,-11.3996,Atlantic,1242.471525,0.828268,5489.547806,18011,0.828268,24.55235891,17.50814594,3701.31,208,1.27175024,31.18437299,22.2659888,22.2659888,176,39,705,0.594248109,0.296795953,0.110795455,0.488262911,0.333946505,0.372525607
379,19,9,791315.204,3558.236,-32,-11.3996,Atlantic,373.5947447,0.0342814,7829.574326,16696,0.0342814,24.57962963,19.13187831,3266.36,143,1.28056313,30.67323928,24.49957797,24.49957797,67,15,443,0.524416559,0.112984823,0.042613636,0.335680751,0.226671673,0.253923942
380,20,9,791315.204,3558.236,-24,-11.3996,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
381,21,9,791315.204,3558.236,-16,-11.3996,Atlantic,43.77607819,0.000122376,2735.66,8593,0.000122376,25.7,16.625,0,0,1.12404811,31.31398926,18.68729983,18.68729983,0,0,51,0,0,0,0,0,0
382,22,9,791315.204,3558.236,-8,-11.3996,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
383,23,9,791315.204,3558.236,0,-11.3996,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
384,24,9,791315.204,3558.236,8,-11.3996,Atlantic,0,0,0,0,0,0,0,1497.42,1,0,0,0,0,0,0,19,0.240411909,0,0,0.002347418,0.080137303,0.060689832
385,25,9,791315.204,3558.236,16,-11.3996,Atlantic,1313.793126,0.862855,8501.12983,19017,0.862855,21.12756323,6.692490967,2082.77,229,0.90795601,27.44456864,6.076487395,6.076487395,80,23,792,0.334390292,0.134907251,0.065340909,0.537558685,0.178212818,0.268049285
386,26,9,791315.204,3558.236,24,-11.3996,Land,0,1,7418.448977,14470,1,22.36378316,8.505891965,2221.65,254,0.94647768,28.2297335,8.050636893,8.050636893,95,25,702,0.356687581,0.160202361,0.071022727,0.596244131,0.19597089,0.2960392
387,27,9,791315.204,3558.236,32,-11.3996,Land,0,1,7405.139633,14050,1,21.48204537,8.487937332,2588.56,285,1.1392184,27.35499316,9.669614387,9.669614387,144,49,799,0.415595258,0.242833052,0.139204545,0.669014085,0.265877619,0.366661735
388,28,9,791315.204,3558.236,40,-11.3996,Indian,2848.16765,0.525721,6221.829509,16035,0.525721,24.13873016,9.112412698,3076.49,216,1.09733761,29.81702863,9.999393171,9.999393171,99,58,733,0.493932787,0.166947723,0.164772727,0.507042254,0.275217746,0.333173873
389,29,9,791315.204,3558.236,48,-11.3996,Indian,3483.80174,0.0977669,12355.06827,18644,0.0977669,24.48486998,14.45886525,3892.85,123,0.93167323,29.87104414,13.47093769,13.47093769,138,228,231,0.625,0.232715008,0.647727273,0.288732394,0.501814094,0.448543669
390,30,9,791315.204,3558.236,56,-11.3996,Indian,38.85836794,3.09E-05,7489.914286,12728,0.0000309,26.56388889,16.54444444,0,1,0.9911437,31.66698608,16.39792188,16.39792188,0,0,25,0,0,0,0.002347418,0,0.000586854
391,31,9,791315.204,3558.236,64,-11.3996,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
392,32,9,791315.204,3558.236,72,-11.3996,Indian,61.59841053,0.000023703,4004.677419,7114,0.000023703,27.43333333,15.73611111,0,1,1.43320429,32.76000366,22.55306195,22.55306195,0,0,20,0,0,0,0.002347418,0,0.000586854
